可怜的小盆友第二次打点滴第三天了这是人生第二次打点滴了为娘本以从出生到2岁半都没有生病没有发烧为荣可是咳嗽总是很严重没有食欲因天天不吃饭而让奶奶无比的担忧各种粥梨水萝卜水2020年愿平安健康?,0
考试周+发烧=瘦了四斤?,-1
揽镜自照，觉得自己怎生的这样好大概是昨晚发烧烧坏了脑子?,1
吗的昨天嗓子痒我就有不好感觉今天果然发烧了吗的2020能不能对我好点我就想身体健康每天都能笑出来唉?,-1
旦增尼玛#向世界安利旦增尼玛#[太陽]昨晚看了笑印的正式演出，心情非常激动，这是一首艺术性偏高的歌曲，但小太阳把这首曲子掌控的非常好，唱出了自己的特色，从缓缓叙事方式的到后半美声高音，听得我差点忘了呼吸[好喜歡][好喜歡][好喜歡]原本想连夜剪辑一版彩排+现场合并版，但大概?展开全文c,0
我看硬了//@一小央泽:这个我懂，ta发烧了给你看在吃药。,0
杭州看完演唱会发烧去医院，导航了最近的医院：杭州第七人民医院，进去之后在护士差异的眼光中得知这是精神病院???,0
生病，发烧，昏沉???,-1
“有别的办法吗？”“你这个，没救！”//@冷笑话精选://@ahyanlee雅饮：最后一个真的…如果开心的话不吃药也可以//@魚柔软:正在发烧，突然被感动到，原来我被暗中保护着，真好,0
最近，在贵州农产品年货走进广州的展销活动中，贵州乾中元农业生态科技有限公司的南非叶茶供不应求。安顺市驻广州办事处的王主任对该公司的张总说，南非叶茶是一个好产品，你抓好生产，我们负责销售。南非叶，又名桃叶斑鸠菊、杏叶斑鸠菊、神奇树、苦树、南非树，原产于非洲，最多见于西非。?展开全文c,0
也许是发烧烧坏脑子了39度的温度让我想起你?,0
儿子发烧了??妈妈没有照顾好你妈妈只求你能健康快乐其他什么都不重要你最重要?,1
新年初始，第一天加班(法定假日应该放假的)，第二天着凉，第三天，第四天，第五天连续三天晚上发烧，这是要闹哪样？？？?,-1
发烧发热的要特别注意了,0
上周一感冒??，还把小宝贝给传染了害她发烧??流鼻涕去了一趟医院买了好多药我自己没有吃药，想着过几天就好了然而。。过了4-5天，咳嗽越厉害啦妈妈让我去买药，别拖着。治咳嗽的，消炎的，冲剂，3盒药??一张毛爷爷就没啦，吃了3天没点效果咳嗽快把肺咳出来了那种无法控制的咳?展开全文c,-1
//@阿美回到内在的中心:/@李雪爱与自由:总结一下，发烧时可以煮沸白茶，然后加冰糖饮用来帮助退烧排毒；小儿湿疹痱子，可以用白茶擦洗；喝完的白茶可以煮了用蒸汽熏脸，调呼吸。不打农药的放心好白茶，实实在在的价格，可以加微信购买：lixuekefu。我跟妹妹穿的真丝弹力练功服，特价回馈1980元，鼓励大,0
我免费围观了@蓬蕊医生的回答，问题价值50.00元，快来一起免费围观~O微博问答?,0
ElisabethBik博士又揭一起学术不端！她最近在PUBPEER网站上公开质疑北京大学药学院院长、天然药物及仿生药物国家重点实验室主任周德敏教授涉嫌学术造假。针对周德敏教授作为通讯作者或者共同作者的6篇学术论文提出质疑，表示论文中存在明显的一图多用现象。在刚刚过去的2019年里，院士、大学校长造假?展开全文c,-1
我的脸发烧了?,0
生活是痛苦的……我们仍旧快乐：生活是快乐的；我们只愿意快乐的活着...-------《家的N次方》、我们是快乐的！我们是快乐的。生活终止了……这次发烧是睡得最爽的一次了！?,1
发烧，拉肚子?,-1
1月1日，早晨起来，精神好了些，只是还有些发烧，不过愿意吃点东西，我熬了小米粥，吃了半碗，一直要喝水，反反复复，一天都在低烧，我一直不停的喂水，抱着，孩子身体每次不舒服，我都是抱着，搂着，很是粘我，她爸爸都不给抱，我不愿意给孩子乱吃药，每次都想着让她用自己的抵抗力去抵抗那些细菌，想?展开全文c,-1
nmd又是发烧又是出血真难顶啊?,-1
经历了高反发烧的张张终于圆梦了人生第一场日出金顶下的峨眉是雪中仙境金顶上的峨眉是云上天堂刚下缆车顺着楼梯迎着朝霞一路奔跑看着圆日涌出云层，洒下金光这是我一直拥有，从未逝去的青春啊?,0
坐床上嚎为什么又双叒发烧了啊哭惨?,-1
啊，桃子，我中奖啦。啊，第一次呀，激动到不会说话。新年开始就在感冒发烧，扁桃体发炎。家里躺了两天，希望这个奖能给我带来好运！祝桃子和雅越来越好呀，祝大家身体健康！@桃子与司康@发光成长社群桃子与司康?,1
【小记】20200105刚熄灯外面下雪了我妈感冒发烧了...我还在学校没在家...可能背英语背的吧...趁着黑灯哭出来了我说我为什么最近心理憋得慌我远没有我想象的坚强吧好在今天没有打原本想打的电话她也不想让我知道她的脆弱吧但我发烧真的不敢说他们担心怎么整啊好在我有多喝水不然我现?展开全文c,-1
商振博#三十天安利奶茶商振博#第二天之印象最深的一个作品街舞100进49的那个舞蹈，一个爵士风很浓的舞，节奏很快，动作也很复杂，我学了两年的爵士和都市编舞吧，反正我愣是没学好那段舞，它很好的展示了奶老师的身体框架和柔韧度，虽然射击动作慢了半拍，但是也能明确看出奶老师强大的?展开全文c,0
曾经总是被偶然的邂逅击中，#朴彩英身材#仿佛爱情是永不回头的赌。但慢慢发现越爱越累，到最后缺的总是一个拥抱。我发烧了——多喝点水就好了；大姨妈来了——多喝点水就好了；我喝多了——多喝点水就好了；我嗓子疼——多喝点水就好了；今天好冷——多喝点水就好了；我不开心——多喝点水?,0
在上个月发高烧之前，可乐同学一直是个天使宝宝。自从发烧之后就发生了天翻地覆的变化，妈妈必须要在可见范围之内，不然就哭；去个陌生的地方必须要妈妈抱着，否则哭；吃水果永远没有满足的时候还是哭，（曾经任由他一次性吃了6个草莓??，就想看看吃多少才能够）；爸爸妈妈必须满足他一切要求，要不?展开全文c,0
从下午发烧到这会，感觉自己已经废了?,-1
吃狗肉喝白酒里外发烧?,-1
宝宝发烧了怎么办家中长辈第一反应是：感冒着凉了吧，捂捂吧不懂别害宝宝呀虎妈教你3种正确应对宝宝发烧的处理方法！#育儿专家说##新手爸妈通关指南#@微博母婴L虎妈潘潘的秒拍视频O宝宝感冒发烧怎么办？?,0
昨天晚上有点发烧，让男朋友陪我去急诊，来回打车花了他50块钱，今天早上上来就问我要这50块钱……?,-1
很久没有絮絮叨叨我们的感情了我总是很好奇爱情到底能把一个女孩子变成什么样子大概就是心理年龄疯狂下降吧一直以来都是我记路现在男朋友就是我的导航仪感冒发烧也有人照顾整晚陪着可以一起去吃想吃的东西可以一起去看喜欢的电影一起刷无数遍可以一起走遍每个景点留下游客照和男朋友?展开全文c,0
大白菜价出口品质HIFI发烧级友头戴式耳机监听电脑游戏手机蓝牙￥0.00大白菜价出口品质HIFI发烧级友头戴式耳机监听电脑游戏手机蓝牙?,0
外面下雨的嘀嗒声貌似挺减压的。今天又在感冒发烧的边缘徘徊。智齿还是没空拔，太忙了，万一拔后身体扛不住，想休息也没时间啊。生日收到一份好友精心准备的礼物，晚上打开的时候闪着暖光惊到了满足了我的少女心，友情无价。还有收到一份弟弟送的鲜花。说实话我确实不喜欢花，不喜欢鲜花也不喜欢养?展开全文c,0
落地米蘭發燒了發燒了陈启鑫#陳啟鑫#微博视频?,0
发烧反反复复?,-1
流感和发烧没有击倒我，啤酒和白酒没有击倒我，最后我没能躲过肠胃炎，所以也加入吊瓶大军了L糟老头子欸的微博视频?,0
就好像发烧了似的浑身酸痛无力但摸摸额头我也不像发烧啊啊啊啊好难受怎么会这样?,-1
感冒发烧的滋味真不好受雨也终于消停了远离病痛才是最重要的愿安康晚安?,-1
发烧没好不好喝冰的，唉多肉葡萄太好喝了。2合肥·海亮九玺【九台别墅】?,1
生病发烧请假在家窝了一天昨天傍晚那会儿烧退了到了深夜又发烧到38.5朋友问我要不要去医院我说不我很抗拒晚上的急诊室会看到很多双无奈且布满血丝的眼睛晚上躺着一直在流虚汗感觉睡衣都湿透了我一动不动裹着被子躺着心里祈祷着第二天会好的果然今天退烧了今天看了“婚姻故事”?展开全文c,-1
娃流感，跑了三趟医院，开出以下药方：一、判断病毒感染，开了奥司他韦，布洛芬，蒲地兰（出了名的回扣药，直接没给祺吃）二、反复发烧，病毒感染的特性，继续观察不用药，我是无所谓，问题是发烧第三天了，相继出现咳嗽、腹泻症状，家里长辈撑不住了，再次看了医生，未做任何检查，直接开了抗生素头?展开全文c,-1
下午两点多，米花开始发烧，近38度，不过她的精神状态一直很好，晚饭依旧能吃能喝的。晚上九点38.5度，吃了退烧药睡去，但愿晚上不要太遭罪啊！她现在除了说自己的姓，还会说姥姥的姓！很多问题她都能反应过来，很聪明的宝宝！?,0
SARS那年把香港玩坏了，内陆总共死了三百多人，香港就干掉将近三百人，那人口密度，他们确实应该怕。再严重的事咱们风格向来内紧外松，香港全是起哄架秧子裹乱的??，只要武汉过去发烧的都算疑似，算谨慎防范没问题，但添油加醋全是谣言，他们喜欢这活法，不嫌累，乐在其中,0
感冒发烧不想吃药打针那就挺着别说难受?,0
今天好焦急，我的都宝贝在经历了咳嗽发烧，并且吊瓶加吸雾化3天后咳嗽稍微减少，竟然又开始发烧，我心里很乱，很多可怕的想法，只求一切都好，我的宝宝一切都好好的，坚强的挺过去，不知道后面迎接我的是什么？但愿一切都是好的。?,1
晚上睡下温度又上来了……下午医生说再发烧就要挂水、明天去吧睡的不安稳，我碰一下额头她就醒了，刚刚叫醒又喂了美林，我看着，等会再量一下温度?,0
【3Y7M27D】昨天幼儿园放学回家奶奶看她精神不太好，一量体温发烧了。今天请假在家休息，明天也不知道什么情况，幼儿园的“勇敢者之夜”活动不知道还能不能参加了。?,0
昨儿咳嗽基本上好了，就是躺下要睡着那会儿嗓子痒，咳嗽了几声。今儿似乎又厉害了点儿，临睡之前赶紧针上。没按课本来的，但咳嗽停了，就是嗓子眼儿和肚子在往外冒热气。平时练减肚子的针，那也热，但，温煦的那种热，很舒服，跟早晨9点多的太阳似的。这个热就像一个发烧的人把手搭在你身上的那种闷?展开全文c,0
#三九第一天#感冒+发烧+咳嗽?,-1
#DailyRecordingofLife#我的闺女从发烧了可怜巴巴到半夜跑起来去厨房偷肉吃全程不超过五小时@向雨涵y?,0
快要发烧又没有发烧的感觉真的好奇特好想吃雪糕?,0
做完了手术，熬过了发烧，养好了背疼，治好了pp，送走了姨妈，还是没躲过感冒，我这毛病啊，此起彼伏的，2020年了，能不能对我温柔点，我想正常的过几天，行不行？鼠年，我就问你行不行？！?,0
记一个就算发烧也要拼命跟朋友们玩的女子，请你们记住我，一个浪子，不回头那种，39度?,0
发烧38.6…一个烤冷面，真好吃，有点咸?,0
突然扛不住了，发烧，忽冷忽热！头疼！真难受！连续加班！真的伤人！?,-1
今晚第一次把娃送他奶奶房间睡，好舍不得，可惜自己感冒咳嗽还发烧，但愿一觉醒来烧退感冒好，这样就不会传染给我家宝了，妈咪爱你我的小宝贝?,0
eStar说掰掰姐发烧了，身体不舒服，要给她挡酒、替她喝的ggx，真的太man了是呀，他来到estar还是一个小孩，转眼就快四年了，一直在这里，从未离开。以后就多拜托大家照顾了?,0
宝贝有点发烧，快快好起来呦???????,1
小仙女都爱发烧烧?,0
全身发烫求求千万不要发烧我真的病不起?,0
感觉就是发烧的前兆浑身无力?,0
可能发烧了意识迷离的时候我在想是不是死亡就和冲瞌睡一样眼睛一闭就嗝屁儿了?,-1
貌似深夜发烧?,0
太难受了，明天的最后一门考试，偏偏今天发烧生病，工作分析别挂我啊啊啊难受难受难受?,-1
cd982很久以前的那个夏天，你在海边第一次牵了我的手。那天的海风很大，我的脸却像发烧似得滚烫。你的手掌很大，和你的笑容一样温暖，抚摸着照片上你青涩模样，嘴角不晋勾起了浅浅的弧度。嗨，亲爱的，我又想你了。无论现在你在哪里，请答应我一定要幸福。小心地将照片放进抽屉，我将你给过最美好回忆?展开全文c,1
飞利浦aux音频线车用3.5mm电脑汽车手机音响线通用公对公耳机双插头发烧友镀银听歌线车载音频手机连接线音箱￥0.00飞利浦aux音频线车用3.5mm电脑汽车手机音响线通用公对公耳机双插头发烧友镀银听歌线车载音?,0
我可能……回家后有点水土不服有点发烧了?,0
结束了投票，我的发烧又反复了，哎?,-1
发烧到39℃但是一看到你的直播就感觉没那么难受了今年是喜欢你的第7年哥哥我永远爱你，2020爱你爱你2020年我们一起继续加油@努力努力再努力x张艺兴#微博之夜#,1
好烦躁。小宝发烧了2萍乡·芦溪县?,-1
染上了一累就会发烧的臭毛病。。。。。?,-1
飞利浦aux音频线车用3.5mm电脑汽车手机音响线通用公对公耳机双插头发烧友镀银听歌线车载音频手机连接线音箱￥0.00飞利浦aux音频线车用3.5mm电脑汽车手机音响线通用公对公耳机双插头发烧友镀银听歌线车载音?,0
今天真的好难受，吐了好几次，还一直发烧好难啊，希望明天就好了。?,-1
感冒发烧好难受O绿洲?,-1
《首医大校长饶毅：大学人文教育对人的影响非常小》其中的一些观点比较新颖，“教育评论队长”特摘选出来和各位一起分享、讨论。O网页链接?,0
#爱情公寓#我觉得已经播出的四季都挺好看的，除了爱情公寓那个电影，我没看过，听说不怎么样。不过要说最喜欢，我更喜欢第一部了，第一部笑得停不下来来。展博回国，上公交车那段，笑死我，“要么刷卡，要么投币，要么滚蛋”的牛叉公交车司机，展博和婉瑜公家车上相识，并相爱，很沙雕，也很搞笑。?展开全文c,1
发烧了两天，今天终于活过来了（因为喂奶硬抗，睡了两天娃都不管了，还好家里来了菲佣）又变成了深夜爱刷手机的话痨熬夜真的对身体不好?,0
回家第一天，发烧38.2，惨兮兮2延安?,-1
好好照顾自己,0
今日份快乐终于可以拥有第二个半价了两年多没坐过船了，降温的晚上坐船游江边是什么人间疾苦，一点都不浪漫！周妈咪是多么蠢的GG！三桥真的好美哦！浓心爷爷发烧友（夏睡神的每日早餐代买好心人）终于组群了???,0
我的正常体温是35°C以下那我38.9°C的时候是不是烧坏了??明天还要上班??加油吧愿以后没有发烧?,0
发烧头痛欲裂?,-1
最近几天，右耳朵两次发烧，虽然科学解释了原因，但我还是觉得家里肯定有人念叨我了，而且大体说啥我都知道?,0
我姑娘经历过两次发烧之后，脾气越来越大，都不知道因为啥就耍驴，以前不是这样的啊！才一岁我就已经深感教育的压力！心累?,-1
发烧太难受了…………穿了秋衣毛衣秋裤袜子贴了暖宝宝抱着热水袋的我还在被窝里瑟瑟发抖?,-1
再也不乌鸦嘴了发烧发的头要炸了?,-1
小崽流感发烧三天，彻夜难眠，这几天一直抱着小宝在手里很难放下，手都断了可我还是熬过来了，晚上看到小宝活力重现很为他开心，我付出多少换来你的平安健康都是值得的。深思最近几个月粉上ggdd的bjyx其实对他们的感情似乎对自己孩子的期待和爱，默默的投票呀支持他们买专辑各种软件全下了个遍。同事调?展开全文c,0
旅行也发烧的是不是只有我了?,0
冻得我打摆子别真把自己奶中了发烧了吧?,0
昨晚六点小妞又有反复的迹象果断加了一次药，今天一天没再发烧，胃口也比昨天好了很多。咳嗽有点儿厉害但是拒绝喝糖浆只喝梨水。小妞人小威力大，麻麻姥姥都被传染了????。?,0
